host,icmp_ok,ssh_open,python_version
SBLPRDWEB01,True,True,Python 2.7.5
SBLPRDWEB02,True,True,Python 2.7.5
SBLPRDWEB03,True,True,Python 2.7.5
SBLPRDWEB04,True,True,Python 2.7.5
scm-01.prd.iot,False,False,n/a
scp-gw-diameter-prd-1,False,False,n/a
scp-gw-diameter-prd-2,True,True,Python 2.7.5
scp-gw-diameter-prd-3,False,False,n/a
scp-gw-diameter-prd-5,True,True,Python 2.7.5
scp-gw-diameter-prd-6,False,False,n/a
scp-gw-http-hom2-1,False,False,n/a
scp-gw-http-hom2-2,False,False,n/a
scp-gw-http-prd-1,True,True,Python 2.7.5
scp-gw-http-prd-2,False,False,n/a
scp-gw-http-prd-3,False,False,n/a
scp-gw-http-prd-4,True,True,Python 2.7.5
scp-gw-http-prd-5,False,False,n/a
scp-gw-http-prd-6,False,False,n/a
sdr-server-captura,False,False,n/a
sds-monitor-236-prd01,False,False,n/a
secgtw-botcor-prd01.network.ctbc,True,True,Python 2.7.5
sendsms-hom2-1,False,False,n/a
sendsms-hom2-2,False,False,n/a
sendsms-prd-1,False,False,n/a
sendsms-prd-2,False,False,n/a
server-analytics-prd01,False,False,n/a
server-trace,False,False,n/a
server-trace_prd01,False,False,n/a
server-trace_prd02,False,False,n/a
server-trace-10,False,False,n/a
server-trace-fac,False,False,n/a
server-trace-piag-prd09,False,False,n/a
server-trace-ula07,False,False,n/a
server-trace-ula08,False,False,n/a
services-hom2-1,False,False,n/a
services-hom2-2,False,False,n/a
services-prd-1,True,True,Python 2.7.5
services-prd-2,False,False,n/a
services-prd-3,True,True,Python 2.7.5
Servidor-RC-PHONE2BAPP02,False,False,n/a
servidor-topologia-digital-prd01,False,False,n/a
servproapp-prd01,True,True,Python 2.7.5
servproapp-prd02,True,True,Python 2.7.5
servprobd-prd01,True,True,Python 2.7.5
settler01,True,True,Python 2.7.5
sgdleanhom01,True,True,Python 2.7.5
sgdleanprd01,True,True,Python 2.7.5
sgp01,True,True,Python 2.7.5
sgp01hom,True,True,Python 2.7.5
sgp02,True,True,Python 2.7.5
sgp02hom,True,True,Python 2.7.5
sgprec01_NEW,False,False,n/a
sipcor-prd01,False,False,n/a
sittelhom01,True,True,Python 2.7.5
smartsag-01,False,False,n/a
smdpx01,True,True,Python 2.7.5
smokeping-prd01,False,False,n/a
smpp-gw-prd-1,True,True,Python 2.7.5
smpp-gw-prd-2,True,True,Python 2.7.5
smpp-gw-prd-3,True,True,Python 2.7.5
smpp-gw-prd-4,True,True,Python 2.7.5
smsc2-broker-hml01-ora,False,False,n/a
smsc2-core-receiver-01,False,False,n/a
smsc2-core-receiver-02,False,False,n/a
smsc2-core-receiver-03,False,False,n/a
smsc2-core-receiver-04,False,False,n/a
smsc2-core-receiver-05,False,False,n/a
smsc2-core-receiver-06,False,False,n/a
smsc2-core-receiver-07,False,False,n/a
smsc2-core-receiver-08,False,False,n/a
smsc2-core-receiver-09,False,False,n/a
smsc2-core-receiver-10,False,False,n/a
smsc2-core-worker-01,False,False,n/a
smsc2-core-worker-02,False,False,n/a
smsc2-core-worker-03,False,False,n/a
smsc2-core-worker-04,False,False,n/a
smsc2-core-worker-05,False,False,n/a
smsc2-core-worker-06,False,False,n/a
smsc2-core-worker-07,False,False,n/a
smsc2-core-worker-08,False,False,n/a
smsc2-core-worker-09,False,False,n/a
smsc2-core-worker-10,False,False,n/a
smsc2-core-worker-11,False,False,n/a
smsc2-core-worker-12,False,False,n/a
smsc2-core-worker-13,False,False,n/a
smsc2-core-worker-14,False,False,n/a
smsc2-core-worker-15,False,False,n/a
smsc2-core-worker-16,False,False,n/a
smsc2-core-worker-17,False,False,n/a
smsc2-core-worker-18,False,False,n/a
smsc2-core-worker-19,False,False,n/a
smsc2-core-worker-20,False,False,n/a
smsc2-data-server-hml01,False,False,n/a
smsc2-map-02.planeta.net,True,True,Python 2.7.5
smsc2-map-03.planeta.net,False,False,n/a
smsc2-map-04.planeta.net,False,False,n/a
smsc2-map-hml01,False,False,n/a
smsc2-map-hml02,False,False,n/a
smsc2-proxy-01,False,False,n/a
smsc2-proxy-02,False,False,n/a
smsc2-proxy-hml01,False,False,n/a
smsc2-proxy-hml02,False,False,n/a
smsc2-receiver-hml01,False,False,n/a
smsc2-receiver-hml02,False,False,n/a
smsc2-services-01,False,False,n/a
smsc2-services-02,False,False,n/a
smsc2-services-03,False,False,n/a
smsc2-services-04,False,False,n/a
smsc2-services-hml01,False,False,n/a
smsc2-services-hml02,False,False,n/a
smsc2-smpp-01,False,False,n/a
smsc2-smpp-02,False,False,n/a
smsc2-smpp-03,False,False,n/a
smsc2-smpp-04.planeta.net,False,False,n/a
smsc2-smpp-05,True,True,Python 2.7.5
smsc2-smpp-06,False,False,n/a
smsc2-smpp-hml01,False,False,n/a
smsc2-smpp-hml02,False,False,n/a
smsc2-smpp-hml03,False,False,n/a
smsc2-worker-hml-1,False,False,n/a
smsc2-worker-hml-2,False,False,n/a
smsc-broker,False,False,n/a
smsc-core-worker-3,False,False,n/a
smsc-core-worker-4,False,False,n/a
smsc-core-worker-5,False,False,n/a
smsc-core-worker-6,False,False,n/a
smsc-core-worker-7,False,False,n/a
smsc-core-worker-8,False,False,n/a
smsc-data-server-1,False,False,n/a
smsc-data-server-2,False,False,n/a
smsc-hazelcast-1.planeta.net,False,False,n/a
smsc-hazelcast-2.planeta.net,False,False,n/a
smsc-hazelcast-3.planeta.net,False,False,n/a
smsc-hazelcast-4.planeta.net,False,False,n/a
smsc-hazelcast-5.planeta.net,False,False,n/a
smsc-map-prd-1,False,False,n/a
smsc-smpp-4,True,True,Python 2.7.5
smtp01,False,False,n/a
smtpapp,True,True,Python 2.7.5
smtpapp2,True,True,Python 2.7.5
soawsohom01,False,True,Python 2.7.5
soawsohom02,False,True,Python 2.7.5
soawsoprd01,True,True,Python 2.7.5
soawsoprd02,True,True,Python 2.7.5
soawsoprd03,True,True,Python 2.7.5
soawsoprd04,True,True,Python 2.7.5
som-hmlv2-cache01,True,True,Python 2.7.5
som-hmlv2-cache02,True,True,Python 2.7.5
som-hmlv2-service01,True,True,Python 2.7.5
som-hmlv2-service02,True,True,Python 2.7.5
som-hmlv2-view01,True,True,Python 2.7.5
som-hmlv2-view02,True,True,Python 2.7.5
som-hom-app01,True,True,Python 2.7.5
som-hom-app02,True,True,Python 2.7.5
som-hom-chat01,True,True,Python 2.7.5
som-hom-wf01,True,True,Python 2.7.5
som-hom-wf02,True,True,Python 2.7.5
som-prd-app01,True,True,Python 2.7.5
som-prd-app02,True,True,Python 2.7.5
som-prd-chat01,True,True,Python 2.7.5
som-prd-chat02,True,True,Python 2.7.5
som-prd-elk02,False,False,n/a
som-prdv2-cache01,True,True,Python 2.7.5
som-prdv2-cache02,True,True,Python 2.7.5
som-prdv2-service01,True,True,Python 2.7.5
som-prdv2-service02,True,True,Python 2.7.5
som-prdv2-service03,True,True,Python 2.7.5
som-prdv2-view01,True,True,Python 2.7.5
som-prdv2-view02,True,True,Python 2.7.5
som-prdv2-view03,True,True,Python 2.7.5
som-prd-wf01,True,True,Python 2.7.5
som-prd-wf02,True,True,Python 2.7.5
som-tit-app01,True,True,Python 2.7.5
som-tit-chat01,True,True,Python 2.7.5
som-tit-wf01,True,True,Python 2.7.5
som-wf-hml02,True,True,Python 2.7.5
som-wf-prd01,True,True,Python 2.7.5
som-wf-prd02,True,True,Python 2.7.5
som-wf-prd03,True,True,Python 2.7.5
spacecor,False,False,n/a
spacewalk-repo-prd01_v203,False,False,n/a
spark-prd-worker01,False,False,n/a
sportal-prd01,False,False,n/a
sps3-app-dev01-iot,True,True,Python 2.7.5
sps3-app-dev02-iot,True,True,Python 2.7.5
sps3-app-hml01-iot,False,False,n/a
sps3-app-hml02.iot,False,False,n/a
sps3-app-prd01-iot,False,False,n/a
sps3-app-prd02-iot,False,False,n/a
spsdx01,True,True,Python 2.7.5
spshom02,True,True,Python 2.7.5
sps-hom-near01,True,True,Python 2.7.5
sps-hom-ws01,True,True,Python 2.7.5
sps-hom-ws01New,False,False,n/a
sps-hom-ws02,True,True,Python 2.7.5
sps-hom-ws02New,False,False,n/a
spshx01,True,True,Python 2.7.5
spshx02,True,True,Python 2.7.5
spshx03,True,True,Python 2.7.5
spshx04,True,True,Python 2.7.5
spsprd01,True,True,Python 2.7.5
spsprd02,True,True,Python 2.7.5
spsprd03,True,True,Python 2.7.5
spsprd04,True,True,Python 2.7.5
sps-prd-near01,True,True,Python 2.7.5
sps-prd-ws01-NEW,False,False,n/a
sps-prd-ws02New,False,False,n/a
spspx01,True,True,Python 2.7.5
spspx02,True,True,Python 2.7.5
spspx03,True,True,Python 2.7.5
spspx04,True,True,Python 2.7.5
srvkeymile01,True,True,Python 2.7.5
srvphpdes01,True,True,Python 2.7.5
srvphpdes01_NEW,True,True,Python 2.7.5
srvphp-dev_NEW,False,False,n/a
SSM-prd01,False,False,n/a
stream-moniot-hml01-NEW,False,False,n/a
stream-moniot-hml02,False,False,n/a
stream-moniot-hml03,False,False,n/a
stream-moniot-prd01,False,False,n/a
stream-moniot-prd02,False,False,n/a
stream-moniot-prd03,False,False,n/a
stream-moniot-prd04,False,False,n/a
stream-moniot-prd05,False,False,n/a
stream-moniot-prd06,False,False,n/a
stream-moniot-prd07,False,False,n/a
subversion_NEW,False,False,n/a
sunlight1,True,True,Python 2.7.5
sunlight2,True,True,Python 2.7.5
svn-prd-app01,True,True,Python 2.7.5
syslog-correios-prd01,False,False,n/a
syslog-srv01,False,False,n/a
tam-01.planeta.net,False,False,n/a
tcr-franca-prd01,False,False,n/a
tcr-franca-prd02,False,False,n/a
tcr-spo-prd01,False,False,n/a
tcr-spo-prd02,False,False,n/a
tcr-ula-prd01,False,False,n/a
tcr-ula-prd02,False,False,n/a
tcr-ula-prd03,False,False,n/a
tcr-ula-prd04,True,True,Python 2.7.5
teams-vsession-prd01,False,False,n/a
teams-vsession-prd05,False,False,n/a
teams-vsession-prd06,False,False,n/a
telegraf-gateway-01.prd.iot,False,False,n/a
telegraf-gateway-02.prd.iot,False,False,n/a
Terra-Form-prd01,False,False,n/a
terra-form-stg01,False,False,n/a
tf-catprod-prd-matrix01,True,True,Python 2.7.5
tf-jenkins-crm-prd01,False,False,n/a
tic-adm-bb-hom01,True,True,Python 2.7.5
tic-adm-bb-prd01,False,False,n/a
tic-building-blocks-hom01,True,True,Python 2.7.5
tic-building-blocks-hom02,True,True,Python 2.7.5
tic-building-blocks-prd01,True,True,Python 2.7.5
tic-building-blocks-prd02,True,True,Python 2.7.5
tic-ecommerce-prd02,True,True,Python 2.7.5
TNMSPX01,False,False,n/a
TNMSPX02,False,False,n/a
tokenhom01NEW,False,False,n/a
tokenhom02New,False,False,n/a
tokenprd01,True,True,Python 2.7.5
tokenprd02,True,True,Python 2.7.5
tokentit01,True,True,Python 2.7.5
tomcatas01hom_NEW,False,False,n/a
tomcatasprd02_NEW,False,False,n/a
tomcatasprd03,True,True,Python 2.7.5
toolstelecom06,False,False,n/a
toolstelecom1_NEW,False,False,n/a
toolstelecom2_NEW,False,False,n/a
tools-telecom-cel03-prd_NEW,False,False,n/a
tools-telecom-cel04-prd_NEW,False,False,n/a
toolstelecom-cel-prd01_v203,False,False,n/a
toolstelecom-cel-prd02_v203,False,False,n/a
toolstelecom-cel-prd05_v203,False,False,n/a
toolstelecom-cel-prd06_v203,False,False,n/a
toolstelecom-cel-prd07_v203,False,False,n/a
toolstelecom-cel-prd08,True,True,Python 2.7.5
TPDU01_prd,True,True,Python 2.7.5
tpdu02,False,False,n/a
tpdu03,False,False,n/a
tpdu04,False,False,n/a
tpdu05,False,False,n/a
tpdu06,False,False,n/a
tpdu07,False,False,n/a
tpdu08,False,False,n/a
tr069-api-hml01,True,True,Python 2.7.5
tr069-api-prd01,True,True,Python 2.7.5
tr069-api-prd02,True,True,Python 2.7.5
tr069-api-prd03,True,True,Python 2.7.5
Tr069-app-prd01,True,True,Python 2.7.5
Tr069-app-prd03,True,True,Python 2.7.5
tr069-balancer-hml01,True,True,Python 2.7.5
Tr069-Balancer-PRD01,False,False,n/a
Tr069-Balancer-PRD02,True,True,Python 2.7.5
tr069-logs-hml01,False,False,n/a
tr069-logs-prd01,False,False,n/a
tr069-mongo-hml01,True,True,Python 2.7.5
tr069-mongo-prd01,True,True,Python 2.7.5
tr069-mongo-prd02,True,True,Python 2.7.5
tr069-mongo-prd03,True,True,Python 2.7.5
traffic-analyser-prd01,False,False,n/a
traffic-analyser-prd02,False,False,n/a
traffic-analyser-prd03,False,False,n/a
traffic-analyser-prd04,False,False,n/a
traffic-analyser-prd05,False,False,n/a
traffic-analyser-prd06,False,False,n/a
traffic-analyser-prd07,False,False,n/a
traffic-analyser-prd08,False,False,n/a
traffic-analyser-prd09,False,False,n/a
trsapp-des,True,True,Python 2.7.5
trs-hom-app01,True,True,Python 2.7.5
trs-hom-app02,True,True,Python 2.7.5
trs-tit-app01,True,True,Python 2.7.5
trs-tst-app01,True,True,Python 2.7.5
tts,False,False,n/a
tts.staging,False,False,n/a
usrv34,True,True,Python 2.7.5
usrv37,True,True,Python 2.7.5
usrv71,False,False,n/a
usrv80,True,True,Python 2.7.5
usrv80prd,True,True,Python 2.7.5
usrv82prd,True,True,Python 2.7.5
ussd-center-01,False,False,n/a
ussd-center-02,False,False,n/a
velocidade-spo,False,False,n/a
vEMS-238-2,False,False,n/a
vertica-prd01-ext4,False,False,n/a
vertica-prd02-ext4,False,False,n/a
vertica-prd03-ext4,False,False,n/a
vertica-prd04.network.ctbc,False,True,Python 2.7.5
vertica-prd05.network.ctbc,False,True,Python 2.7.5
vertica-prd06.network.ctbc,False,True,Python 2.7.5
vertis-app-prd01,True,True,Python 2.7.5
VGAPPHOM01,True,True,Python 2.7.5
VGAPXHOM01,True,True,Python 2.7.5
VGAPXPRD01,True,True,Python 2.7.5
VGCONTHOM01,True,True,Python 2.7.5
VGCONTPRD01,True,True,Python 2.7.5
VGGWHOM01,True,True,Python 2.7.5
VGHMPRD01,True,True,Python 2.7.5
VGNEDPRD01,True,True,Python 2.7.5
VGPROCHOM01,True,True,Python 2.7.5
VGPROCPRD01,True,True,Python 2.7.5
vigiahx01,False,False,n/a
vigiapx01,False,False,n/a
vigiapx02,False,False,n/a
VM_crm-prd-app02,False,False,n/a
VM_dmviewedb-spo_v203,False,False,n/a
VM_dns-cel02-prd,False,False,n/a
VM_eb-hom-app01,False,False,n/a
VM_eb-hom-app02,False,False,n/a
VM_eb-hom-ws01,False,False,n/a
VM_eb-prd-app01,False,False,n/a
VM_eb-prd-app02,False,False,n/a
VM_jenkings-devops,False,False,n/a
VM_misp-algar,False,False,n/a
VM_monitoramento-algarcrm-prd01,False,False,n/a
VM_msfranquia_hml01,False,False,n/a
VM_msfranquia_hml02,False,False,n/a
VM_msfranquia_prd01,False,False,n/a
VM_msfranquia_prd02,False,False,n/a
VM_oimprdidm1,False,False,n/a
VM_oimprdidm2,False,False,n/a
VM_POC_TR069_v203,False,False,n/a
VM_rhel-repo-cor,False,False,n/a
VM_som-wf-hom01,False,False,n/a
vm_tarifador_prd01,False,False,n/a
VM_tr069-utils,False,False,n/a
VM_ubiquiti_prd,False,False,n/a
VM_ula_proxy_02,False,False,n/a
VM_VGGWPRD01,False,False,n/a
VM_voipview_web,False,False,n/a
VM_WEBDNS_ALGARSUL,False,False,n/a
VM_webfranquia_hml01,False,False,n/a
VM_webfranquia_prd01,False,False,n/a
VM_webfranquia_prd02,False,False,n/a
VM_wlsim01,False,False,n/a
VM_zabbix-corp,False,False,n/a
VM_zabbix-dbclientesv2-prd,False,False,n/a
VM_zabbix-poller1-prod05,False,False,n/a
VM_zabbix-poller1-prod08,False,False,n/a
vm1.staging,False,False,n/a
vm1hx01,False,False,n/a
vm1px01,False,False,n/a
vm-cacti-capacidade3,False,False,n/a
VM-IPTV-01,False,False,n/a
VM-NSPAR,False,False,n/a
VM-NSSAR,False,False,n/a
VM-SRVTEL-AV02,False,False,n/a
webfranquia-hml02,False,True,Python 2.7.5
webhom02,True,True,Python 2.7.5
web-ui-hom-app01,False,True,Python 2.7.5
web-ui-prd-app01,False,False,n/a
wikipx01,True,True,Python 2.7.5
wiki-repositorio,False,False,n/a
wildfly-gerar-prd01,True,True,Python 2.7.5
wildfly-gerar-prd02,True,True,Python 2.7.5
wlhom01,True,True,Python 2.7.5
wlhom02,True,True,Python 2.7.5
wlsapp01,False,True,Python 2.7.5
wlsapp02,False,True,Python 2.7.5
wlsim01,True,True,Python 2.7.5
wlsservice01,False,True,Python 2.7.5
wlsservice02,False,True,Python 2.7.5
wlsservice03,False,True,Python 2.7.5
wlsservice04,False,True,Python 2.7.5
wlszhmg01,True,True,Python 2.7.5
wlszprod01,True,True,Python 2.7.5
work-lgpd-prd01,True,True,Python 2.7.5
work-lgpd-prd02,True,True,Python 2.7.5
wso2prod,True,True,Python 2.7.5
wsodsshom01,False,True,Python 2.7.5
wsodsshom02,False,True,Python 2.7.5
wsodssprd01,True,True,Python 2.7.5
wsodssprd02,True,True,Python 2.7.5
wsomsghom01,False,True,Python 2.7.5
wsomsghom02,False,True,Python 2.7.5
wsomsgprd01,True,True,Python 2.7.5
wsomsgprd02,True,True,Python 2.7.5
wsomysqlhom01,False,True,Python 2.7.5
wsomysqlhom01-new,False,False,n/a
wsomysqlprd01,True,True,Python 2.7.5
xdsl2-des,False,False,n/a
zabbix-cor-srv-prd01_v203,False,False,n/a
zabbixdb03,False,False,n/a
zabbixdb07,False,False,n/a
zabbixdb10,False,False,n/a
zabbixdbclientes02,False,False,n/a
zabbixdbfontes_v203,False,False,n/a
zabbixdbhomo,False,False,n/a
zabbix-dck-metro-prd01,True,True,Python 2.7.5
zabbix-dck-metro-prd02,True,True,Python 2.7.5
zabbix-dck-metro-prd03,True,True,Python 2.7.5
zabbix-mysql-correios-prd01,False,False,n/a
zabbix-mysql-plat-prd01,True,True,Python 2.7.5
zabbix-noc-web,False,False,n/a
zabbix-ondemand-hml01,False,False,n/a
zabbix-poller-cli-prd01,True,True,Python 2.7.5
zabbix-poller-cli-prd02,False,False,n/a
zabbix-poller-cli-prd03,False,False,n/a
zabbix-poller-cli-prd04,False,True,Python 2.7.5
zabbix-poller-cli-prd05,True,True,Python 2.7.5
zabbix-poller-cli-prd06,True,True,Python 2.7.5
zabbix-poller-cli-prd07,True,True,Python 2.7.5
zabbix-poller-cli-prd08,True,True,Python 2.7.5
zabbix-poller-cor-prd01_v203,False,False,n/a
zabbix-poller-cor-prd02_v203,False,False,n/a
zabbix-poller-correios-prd01,False,False,n/a
zabbix-poller-cta-prd01,True,True,Python 2.7.5
zabbix-poller-itau-prd01,False,False,n/a
zabbix-poller-plat-prd01,True,True,Python 2.7.5
zabbix-poller-plat-prd02,True,True,Python 2.7.5
zabbix-poller-plat-prd04,True,True,Python 2.7.5
zabbix-poller-tic-app02-desc,False,False,n/a
zabbix-prd-corp01,True,True,Python 2.7.5
zabbix-repo,False,False,n/a
zabbix-report-server-hml01,False,False,n/a
zabbix-report-server-prd01,True,True,Python 2.7.5
zabbix-sec,False,False,n/a
zabbix-server-hom-01,True,True,Python 2.7.5
zabbix-srv-bhe-prd01,True,True,Python 2.7.5
zabbix-srv-cli-prd01,True,True,Python 2.7.5
zabbix-srv-correios-prd01,False,False,n/a
zabbix-srv-cta-prd01,True,True,Python 2.7.5
zabbix-srv-plat-prd01,True,True,Python 2.7.5
zabbix-web-prod01,False,False,n/a
zbxdbalghx01,True,True,Python 2.7.5
zbxdbapx01,False,False,n/a
zbxdbapx02,False,False,n/a
zbxdbapx03,False,False,n/a
zbxdbpx02,True,True,Python 2.7.5
zbxdbtic01,False,False,n/a
zbxprxtic01,True,True,Python 2.7.5
zbxprxtic02,True,True,Python 2.7.5
zbxprxtic03,False,False,n/a
zbxprxtic04,False,False,n/a
zbxprxtic05,True,True,Python 2.7.5
zbxprxtic06,True,True,Python 2.7.5
zbxprxticcl,False,False,n/a
zbxsrvtic01,False,False,n/a
zms-hom02,False,False,n/a
ZMSPRD01,True,True,Python 2.7.5
zteftppx01,False,False,n/a
