host,icmp_ok,ssh_open,python_version,status
eir-adm-prd01,True,True,Python 2.7.5,full_ok
eir-diameter-prd01,True,True,Python 2.7.5,full_ok
eir-diameter-prd02,True,True,Python 2.7.5,full_ok
eir-diameter-prd03,True,True,Python 2.7.5,full_ok
eir-diameter-prd04,True,True,Python 2.7.5,full_ok
eir-map-prd01,True,True,Python 2.7.5,full_ok
eir-map-prd02,True,True,Python 2.7.5,full_ok
eir-map-prd03,True,True,Python 2.7.5,full_ok
eir-map-prd04,True,True,Python 2.7.5,full_ok
eir-map-prd05,True,True,Python 2.7.5,full_ok
elastic-lgpd-prd01,True,True,Python 2.7.5,full_ok
elastic-lgpd-prd02,True,True,Python 2.7.5,full_ok
elastic-lgpd-prd03,True,True,Python 2.7.5,full_ok
elastic-search-hom01,False,False,n/a,dead
elastic-search-hom02,False,False,n/a,dead
elastic-search-tit01,False,True,Python 2.7.5,ssh_only
elk-corp,False,True,Python 2.7.5,ssh_only
ELKHL01,False,True,Python 2.7.5,ssh_only
ELKHL02,False,True,Python 2.7.5,ssh_only
elk-lgpd-hml01,True,True,Python 2.7.5,full_ok
elk-lgpd-prd02,True,True,Python 2.7.5,full_ok
ELKPL01,False,True,Python 2.7.5,ssh_only
ELKPL02,False,True,Python 2.7.5,ssh_only
elk-qualidade-prd01,False,False,n/a,dead
elk-qualidade-prd02,False,False,n/a,dead
empp-gw-prd-1,False,False,n/a,dead
emzdlra01-adm,True,True,Python 2.7.5,full_ok
eris-1.planeta.net,False,False,n/a,dead
fix-hom2-1,False,False,n/a,dead
fix-hom2-2,False,False,n/a,dead
fix-ocs-p01,False,False,n/a,dead
fix-ocs-p02,False,False,n/a,dead
fix-ocs-p03,False,False,n/a,dead
fix-ocs-p04,False,False,n/a,dead
fix-prd-1,True,True,Python 2.7.5,full_ok
fix-prd-2,True,True,Python 2.7.5,full_ok
fix-prd-3,False,False,n/a,dead
fix-prd-4,False,False,n/a,dead
fix-prd-5,True,True,Python 2.7.5,full_ok
follow-tech-prd01,False,True,Python 2.7.5,ssh_only
frauddbprd01,True,True,Python 2.7.5,full_ok
frontend-allcom-01.prd.iot,False,False,n/a,dead
frontend-allcom-02.prd.iot,False,False,n/a,dead
frontend-burst-01.prd.iot,False,False,n/a,dead
frontend-hom01_1910,False,False,n/a,dead
frontend-prd01,True,True,Python 2.7.5,full_ok
frontend-prd02,True,True,Python 2.7.5,full_ok
frontend-scm-01.prd.iot,False,False,n/a,dead
frontend-sinfra-hml01,False,False,n/a,dead
frontend-sinfra-prd02,False,False,n/a,dead
ftp-internal01,True,True,Python 2.7.5,full_ok
ftp-operacao-prd01,False,False,n/a,dead
ftpserver01,True,True,Python 2.7.5,full_ok
furukawaprd01,True,True,Python 2.7.5,full_ok
gaio-app-prd01,False,False,n/a,dead
gaioapppx01,False,False,n/a,dead
gaio-db-prd02,False,False,n/a,dead
gaiodbpx01,False,False,n/a,dead
gaiodbpx02,False,False,n/a,dead
gaiohx01,False,False,n/a,dead
gateway-lgpd-prd01,True,True,Python 2.7.5,full_ok
gedwebdavhmg01,True,True,Python 2.7.5,full_ok
gedwebdavhmg02,True,True,Python 2.7.5,full_ok
gedwebdavprd01,True,True,Python 2.7.5,full_ok
gedwebdavprd02,True,True,Python 2.7.5,full_ok
GERCLIENTES,False,False,n/a,dead
gerencia.planeta.net,False,False,n/a,dead
gerencia-hom2-1,False,False,n/a,dead
gerencia-prd-1,False,False,n/a,dead
gerencia-prd-2,False,False,n/a,dead
ger-soem,True,True,Python 2.7.5,full_ok
getraf-tst01,False,False,n/a,dead
gifehmg01,True,True,Python 2.7.5,full_ok
gifeprd01_NEW,False,False,n/a,dead
gpf-hom-app01,False,True,Python 2.7.5,ssh_only
gpf-prd-app01,False,True,Python 2.7.5,ssh_only
grafana-01-apm.prd.iot,False,False,n/a,dead
grafana-02-apm.prd.iot,False,False,n/a,dead
grafana-correios-prd01,False,False,n/a,dead
grv-prd-app01,True,True,Python 2.7.5,full_ok
grv-prd-backend,False,False,n/a,dead
grv-prd-bd01,False,False,n/a,dead
grv-prd-frontend,False,False,n/a,dead
gsuite,False,False,n/a,dead
gsuite.staging,False,False,n/a,dead
guardians-adm-hom01,True,True,Python 2.7.5,full_ok
guardians-adm-prd01,True,True,Python 2.7.5,full_ok
guardians-app-hom01,True,True,Python 2.7.5,full_ok
guardians-app-prd01,True,True,Python 2.7.5,full_ok
guardians-db-hom01,True,True,Python 2.7.5,full_ok
guardians-db-prd01,True,True,Python 2.7.5,full_ok
gw-123milhas-hml01,False,False,n/a,dead
gw-123milhas-hml02,False,False,n/a,dead
gw-123milhas-prd01,False,False,n/a,dead
gw-123milhas-prd02,False,False,n/a,dead
GW-MAP-7,True,True,Python 2.7.5,full_ok
GW-MAP-8,True,True,Python 2.7.5,full_ok
haproxy1,False,True,Python 2.7.5,ssh_only
henas,False,False,n/a,dead
hewsl01.cloudalgartelecom.com.br,True,True,Python 2.7.5,full_ok
http-proxy-omni-prd02,False,False,n/a,dead
iac-prd-for01,True,True,Python 2.7.5,full_ok
iac-prd-for02,True,True,Python 2.7.5,full_ok
iac-prd-jen01,True,True,Python 2.7.5,full_ok
iac-prd-ps01,True,True,Python 2.7.5,full_ok
iac-prd-ps02,True,True,Python 2.7.5,full_ok
iac-prd-pup01,True,True,Python 2.7.5,full_ok
iac-prd-pup02,True,True,Python 2.7.5,full_ok
iac-prd-repo01,True,True,Python 2.7.5,full_ok
iam-01.prd.iot,False,False,n/a,dead
icd-app-prd01,True,True,Python 2.7.5,full_ok
icd-app-prd02,True,True,Python 2.7.5,full_ok
icd-app-prd03,True,True,Python 2.7.5,full_ok
icd-app-prd04,True,True,Python 2.7.5,full_ok
icd-app-prd05,True,True,Python 2.7.5,full_ok
icd-app-prd06,False,False,n/a,dead
icd-db-prd01,True,True,Python 2.7.5,full_ok
icd-db-rep-dev01,False,False,n/a,dead
icd-db-rep-prd01,True,True,Python 2.7.5,full_ok
icd-hml02,True,True,Python 2.7.5,full_ok
icd-hom01,True,True,Python 2.7.5,full_ok
icpmaster-prd02,False,False,n/a,dead
icpmaster-prd03,False,False,n/a,dead
icpmaster-stg01,False,False,n/a,dead
icpmaster-stg02,False,False,n/a,dead
icpmaster-stg03,False,False,n/a,dead
icpmgmt-prd01,False,False,n/a,dead
icpmgmt-stg01,False,False,n/a,dead
icpproxyex-prd01,False,False,n/a,dead
icpproxyex-prd02,False,False,n/a,dead
icpproxyex-stg01,False,False,n/a,dead
icpproxyex-stg02,False,False,n/a,dead
icpproxy-prd01,False,False,n/a,dead
icpproxy-stg02,False,False,n/a,dead
icpproxy-stg02.cloudalgartelecom.com.br,False,False,n/a,dead
icpworkerpl-prd01,False,False,n/a,dead
icpworkerpl-prd02,False,False,n/a,dead
icpworkerpl-prd03,False,False,n/a,dead
icpworkerpl-stg01,False,False,n/a,dead
icpworkerpl-stg02,False,False,n/a,dead
icpworkerpl-stg03,False,False,n/a,dead
icpworker-prd01,False,False,n/a,dead
icpworker-prd02,False,False,n/a,dead
icpworker-prd03,False,False,n/a,dead
icpworker-stg01,False,False,n/a,dead
icpworker-stg02,False,False,n/a,dead
icpworker-stg03,False,False,n/a,dead
icthml01,True,True,Python 2.7.5,full_ok
ictprd01,True,True,Python 2.7.5,full_ok
id-itnm-hom05,False,False,n/a,dead
id-itnm-hom06,False,False,n/a,dead
id-itnm-hom07,False,False,n/a,dead
id-itnm-hom08,False,False,n/a,dead
id-itnm-hom09,False,False,n/a,dead
id-itnm-hom10,False,False,n/a,dead
id-itnm-prd03,True,True,Python 2.7.5,full_ok
idm-ipa-px01,True,True,Python 2.7.5,full_ok
idm-ipa-px02,True,True,Python 2.7.5,full_ok
idm-ipa-px03,True,True,Python 2.7.5,full_ok
idm-ipa-px04,True,True,Python 2.7.5,full_ok
id-nodered-hom01,False,False,n/a,dead
id-nodered-prd01,False,False,n/a,dead
IDP-HLSAM01,True,True,Python 2.7.5,full_ok
IDP-HLSAM02,True,True,Python 2.7.5,full_ok
IDP-HLXACML01,True,True,Python 2.7.5,full_ok
IDP-HLXACML02,True,True,Python 2.7.5,full_ok
id-portal-hom01_,False,False,n/a,dead
id-portal-prd01_v1212,False,False,n/a,dead
id-portal-prd02,True,True,Python 2.7.5,full_ok
IDP-PLMTG01,True,True,Python 2.7.5,full_ok
IDP-PLSAML01,True,True,Python 2.7.5,full_ok
IDP-PLSAML02,True,True,Python 2.7.5,full_ok
IDP-PLXACML01,True,True,Python 2.7.5,full_ok
IDP-PLXACML02,True,True,Python 2.7.5,full_ok
IDP-TIT-PLAPP01,True,True,Python 2.7.5,full_ok
id-tncm-cs-hom01,True,True,Python 2.7.5,full_ok
id-tncm-cs-prd01,True,True,Python 2.7.5,full_ok
id-tncm-ps-hom01,True,True,Python 2.7.5,full_ok
id-tncm-ps-prd01,True,True,Python 2.7.5,full_ok
id-tncm-ps-prd02,True,True,Python 2.7.5,full_ok
id-tncm-ws-hom01,True,True,Python 2.7.5,full_ok
id-tncm-ws-hom02,True,True,Python 2.7.5,full_ok
id-tncm-ws-prd01,True,True,Python 2.7.5,full_ok
id-tncm-ws-prd02,True,True,Python 2.7.5,full_ok
id-tncm-ws-prd03,True,True,Python 2.7.5,full_ok
id-tncm-ws-prd04,True,True,Python 2.7.5,full_ok
id-tncm-ws-prd05,False,False,n/a,dead
id-tncm-ws-prd06,False,False,n/a,dead
id-transmissao-hml01,False,False,n/a,dead
id-transmissao-prd01,False,False,n/a,dead
id-transmissao-prd02,False,False,n/a,dead
ID-VOGEL-APP-HML-01,False,False,n/a,dead
ig-11,True,True,Python 2.7.5,full_ok
imehml01,True,True,Python 2.7.5,full_ok
imeprd01,True,True,Python 2.7.5,full_ok
imsvaprd02,False,False,n/a,dead
influxdb-01-apm.prd.iot,False,False,n/a,dead
influxdb-02-apm.prd.iot,False,False,n/a,dead
influxdb-03-apm.prd.iot,False,False,n/a,dead
in-proxy-connect-hml01,False,False,n/a,dead
in-proxy-connect-prd01,False,False,n/a,dead
insight-ingestion,False,False,n/a,dead
integpx01,True,True,Python 2.7.5,full_ok
integpx01.network.ctbc,True,True,Python 2.7.5,full_ok
ipa-idm-prod01,True,True,Python 2.7.5,full_ok
IP-track-relay-prd01,False,False,n/a,dead
isntascan-lgpd-prd01,False,False,n/a,dead
iss-lgpd-hml01,True,True,Python 2.7.5,full_ok
iss-lgpd-prd01,True,True,Python 2.7.5,full_ok
jbossas01,True,True,Python 2.7.5,full_ok
jbossas02hom,True,True,Python 2.7.5,full_ok
jbosseap02,True,True,Python 2.7.5,full_ok
jbosseap04hom_NEW,False,False,n/a,dead
jbossfarm-prd01,True,True,Python 2.7.5,full_ok
jenkins01,True,True,Python 2.7.5,full_ok
jenkins-devops01,True,True,Python 2.7.5,full_ok
jenkinspx01,False,False,n/a,dead
jpvrfpx01,True,True,Python 2.7.5,full_ok
jtracivc_NEW,False,False,n/a,dead
kafka-prd01,False,False,n/a,dead
kafka-prd03,False,False,n/a,dead
kafka-prd2,False,False,n/a,dead
kapacitor-01-apm.prd.iot,False,False,n/a,dead
kapacitor-02-apm.prd.iot,False,False,n/a,dead
KBNPL01,False,True,Python 2.7.5,ssh_only
kenanfx-01,True,True,Python 2.7.5,full_ok
ksql-moniot-hml01,False,False,n/a,dead
ksql-moniot-hml02,False,False,n/a,dead
LB01_prd,True,True,Python 2.7.5,full_ok
LB02_prd,True,True,Python 2.7.5,full_ok
lb-api-01.prd.iot,False,False,n/a,dead
lb-api-hom-iot,False,True,Python 2.7.5,ssh_only
lblgw,True,True,Python 2.7.5,full_ok
lb-portal-hml01,True,True,Python 2.7.5,full_ok
lb-portal-prd01,True,True,Python 2.7.5,full_ok
lb-portal-prd02,True,True,Python 2.7.5,full_ok
ldapcorp01,True,True,Python 2.7.5,full_ok
ldapcorp02,True,True,Python 2.7.5,full_ok
LDAP-prd01,False,False,n/a,dead
LDAP-prd02,False,False,n/a,dead
LDAP-SDWAN-PRD02,False,False,n/a,dead
LDAP-STG01,False,False,n/a,dead
link-prd01,False,False,n/a,dead
logging_host,False,False,n/a,dead
logs-moniot-prd01,False,False,n/a,dead
loja.cloudalgartelecom.com.br,True,True,Python 2.7.5,full_ok
loja-prd01,False,False,n/a,dead
lvr-digital-hml01,False,True,Python 2.7.5,ssh_only
lvr-digital-prd01,False,True,Python 2.7.5,ssh_only
lxintraweb01,True,True,Python 2.7.5,full_ok
lxjboss01,False,False,n/a,dead
lxjbossprd01,True,True,Python 2.7.5,full_ok
lxmrtg,True,True,Python 2.7.5,full_ok
lxprdgw,True,True,Python 2.7.5,full_ok
lxvpn01,True,True,Python 2.7.5,full_ok
maestro01,True,True,Python 2.7.5,full_ok
maestro02,True,True,Python 2.7.5,full_ok
maestro03,True,True,Python 2.7.5,full_ok
maestrohmg,True,True,Python 2.7.5,full_ok
mailing-hom-app01.tenant0008,False,False,n/a,dead
mailing-prd-app01.tenant0008,False,False,n/a,dead
masterhx01,False,False,n/a,dead
master-lgpd-prd01,True,True,Python 2.7.5,full_ok
masterpx01,True,True,Python 2.7.5,full_ok
MCP-SERVER01,False,False,n/a,dead
mediapx01,True,True,Python 2.7.5,full_ok
med-ime-hml01,True,True,Python 2.7.5,full_ok
med-ime-prd01,True,True,Python 2.7.5,full_ok
memcached-hom01.tenant0008,False,False,n/a,dead
memcached-prd01.tenant0008,False,False,n/a,dead
messageria1.planeta.net,True,True,Python 2.7.5,full_ok
messageria2.planeta.net,False,False,n/a,dead
messageria3,False,False,n/a,dead
messageria4,False,False,n/a,dead
metrics-moniot-prd01,False,False,n/a,dead
mgmt-moniot-hml01,False,False,n/a,dead
mgmt-moniot-prd01,False,False,n/a,dead
mib-tst-app01,True,True,Python 2.7.5,full_ok
midprddav01,True,True,Python 2.7.5,full_ok
midprddav02,True,True,Python 2.7.5,full_ok
mmetlprd01,True,True,Python 2.7.5,full_ok
mobile-data-hom2-1,False,False,n/a,dead
mobile-data-hom2-2,False,False,n/a,dead
mobile-data-p1,False,False,n/a,dead
mobile-data-p10,False,False,n/a,dead
mobile-data-p11,False,False,n/a,dead
mobile-data-p12,False,False,n/a,dead
mobile-data-p13,False,False,n/a,dead
mobile-data-p14,False,False,n/a,dead
mobile-data-p15,False,False,n/a,dead
mobile-data-p16,False,False,n/a,dead
mobile-data-p2,False,False,n/a,dead
mobile-data-p3,False,False,n/a,dead
mobile-data-p4,False,False,n/a,dead
mobile-data-p5,False,False,n/a,dead
mobile-data-p6,False,False,n/a,dead
mobile-data-p7,False,False,n/a,dead
mobile-data-p8,False,False,n/a,dead
mobile-data-p9,False,False,n/a,dead
mobile-data-prd-1,False,False,n/a,dead
mobile-data-prd-10,False,False,n/a,dead
mobile-data-prd-11,False,False,n/a,dead
mobile-data-prd-12,False,False,n/a,dead
mobile-data-prd-13,False,False,n/a,dead
mobile-data-prd-14,False,False,n/a,dead
mobile-data-prd-15,False,False,n/a,dead
mobile-data-prd-16,False,False,n/a,dead
mobile-data-prd-2,False,False,n/a,dead
mobile-data-prd-3,False,False,n/a,dead
mobile-data-prd-4,False,False,n/a,dead
mobile-data-prd-5,False,False,n/a,dead
mobile-data-prd-6,False,False,n/a,dead
mobile-data-prd-7,False,False,n/a,dead
mobile-data-prd-8,False,False,n/a,dead
mobile-data-prd-9,False,False,n/a,dead
Mobile-voice-hom2-1.scp,False,False,n/a,dead
Mobile-voice-hom2-2.scp,False,False,n/a,dead
mobile-voice-prd-1,True,True,Python 2.7.5,full_ok
mobile-voice-prd-10,False,False,n/a,dead
mobile-voice-prd-11,False,False,n/a,dead
mobile-voice-prd-12,False,False,n/a,dead
mobile-voice-prd-13,False,False,n/a,dead
mobile-voice-prd-14,False,False,n/a,dead
mobile-voice-prd-15,False,False,n/a,dead
mobile-voice-prd-16,False,False,n/a,dead
mobile-voice-prd-2,False,False,n/a,dead
mobile-voice-prd-3,False,False,n/a,dead
mobile-voice-prd-4,True,True,Python 2.7.5,full_ok
mobile-voice-prd-5,False,False,n/a,dead
mobile-voice-prd-6,False,False,n/a,dead
mobile-voice-prd-7,False,False,n/a,dead
mobile-voice-prd-8,False,False,n/a,dead
mobile-voice-prd-9,False,False,n/a,dead
mon_pain_ince_prd01,False,False,n/a,dead
mon-estoque-eng,False,False,n/a,dead
mongo-moniot-prd01,False,True,Python 2.7.5,ssh_only
mongo-moniot-prd02,False,True,Python 2.7.5,ssh_only
mongo-moniot-prd03,False,True,Python 2.7.5,ssh_only
mongo-moniot-prd04,False,True,Python 2.7.5,ssh_only
moni-odin-hml02,False,False,n/a,dead
monitoramento-ura-online,True,True,Python 2.7.5,full_ok
monitoramento-ura-online-hml02,True,True,Python 2.7.5,full_ok
monitoramento-ura-online-prd02,True,True,Python 2.7.5,full_ok
movel-radius-prd01.osc,False,False,n/a,dead
ms-01-portal-hom-iot,False,True,Python 2.7.5,ssh_only
ms-02-portal-hom-iot,False,True,Python 2.7.5,ssh_only
msql01,False,False,n/a,dead
msqlhx01,False,False,n/a,dead
multi-cloud-prd02.tenant0029,False,False,n/a,dead
mxtic-prd01,False,False,n/a,dead
mysqla1-moniot-prd01,False,True,Python 2.7.5,ssh_only
mysqla2-moniot-prd02,False,True,Python 2.7.5,ssh_only
mysqla2-moniot-prd03,False,False,n/a,dead
mysqldb,True,True,Python 2.7.5,full_ok
mysqldbhom,True,True,Python 2.7.5,full_ok
mysql-moniot-hml01,False,True,Python 2.7.5,ssh_only
mysql-moniot-prd01,False,False,n/a,dead
mysql-moniot-prd02,False,False,n/a,dead
mysql-moniot-prd03,False,False,n/a,dead
mysql-moniot-prd04,False,False,n/a,dead
nagiossd,True,True,Python 2.7.5,full_ok
nbumedia03,False,False,n/a,dead
nbumedia08,True,True,Python 2.7.5,full_ok
nbumedia09,True,True,Python 2.7.5,full_ok
nc-aggb1-hml01,True,True,Python 2.7.5,full_ok
nc-aggb1-prd01,True,True,Python 2.7.5,full_ok
nc-aggp1-hml01,True,True,Python 2.7.5,full_ok
nc-aggp1-prd01,True,True,Python 2.7.5,full_ok
nc-apm-hml02,False,False,n/a,dead
nc-colb1-hml01,True,True,Python 2.7.5,full_ok
nc-colb1-prd01,False,False,n/a,dead
nc-colp1-hml02,False,False,n/a,dead
nc-colp1-prd01,False,False,n/a,dead
nc-dashboards-hml01,True,False,n/a,icmp_only
nc-dashboards-hml02,False,False,n/a,dead
nc-db2-prd01,True,True,Python 2.7.5,full_ok
nc-db2-prd02,True,True,Python 2.7.5,full_ok
nc-dis-prd01,True,True,Python 2.7.5,full_ok
nc-dis-prd02,True,True,Python 2.7.5,full_ok
nc-eventanalitics-webgui-hml01,True,False,n/a,icmp_only
nc-impact-hml01,True,True,Python 2.7.5,full_ok
nc-impact-hml02,True,True,Python 2.7.5,full_ok
nc-impact-prd01,True,True,Python 2.7.5,full_ok
nc-impact-prd02,True,True,Python 2.7.5,full_ok
nc-itnm-hml01,True,True,Python 2.7.5,full_ok
nc-itnm-hml02,True,True,Python 2.7.5,full_ok
nc-itnm-prd01,True,True,Python 2.7.5,full_ok
nc-itnm-prd02,True,True,Python 2.7.5,full_ok
nc-itnm-prd03,True,True,Python 2.7.5,full_ok
nc-itnm-prd04,True,True,Python 2.7.5,full_ok
nc-itnm-prd05,True,True,Python 2.7.5,full_ok
nc-itnm-prd06,True,True,Python 2.7.5,full_ok
nc-itnm-prd07,True,True,Python 2.7.5,full_ok
nc-itnm-prd08,True,True,Python 2.7.5,full_ok
nc-itnm-prd09,True,True,Python 2.7.5,full_ok
nc-itnm-prd10,True,True,Python 2.7.5,full_ok
nc-itnm-prd11,True,True,Python 2.7.5,full_ok
nc-itnm-prd12,True,True,Python 2.7.5,full_ok
nc-itnm-prd13,True,True,Python 2.7.5,full_ok
nc-noi-prd01,True,True,Python 2.7.5,full_ok
nc-noi-prd02,True,True,Python 2.7.5,full_ok
nc-probes-hml01,True,True,Python 2.7.5,full_ok
nc-probes-hml02,False,False,n/a,dead
nc-probes-prd01,True,True,Python 2.7.5,full_ok
nc-probes-prd02,True,True,Python 2.7.5,full_ok
nc-webgui-hml01,True,True,Python 2.7.5,full_ok
nc-webgui-hml02,True,True,Python 2.7.5,full_ok
nc-web-prd01,True,True,Python 2.7.5,full_ok
netctpx01.network.ctbc,False,False,n/a,dead
nodehx01,True,True,Python 2.7.5,full_ok
nodehx02,False,False,n/a,dead
nodepx01,True,True,Python 2.7.5,full_ok
nodepx02,True,True,Python 2.7.5,full_ok
node-red-hom01,False,False,n/a,dead
node-red-prd01,False,False,n/a,dead
npappdes01,True,True,Python 2.7.5,full_ok
npapptit01,False,True,Python 2.7.5,ssh_only
npi-clients-prd01-,False,False,n/a,dead
npp-cassandra-1,True,True,Python 2.7.5,full_ok
npp-cassandra-2,True,True,Python 2.7.5,full_ok
npp-cassandra-3,True,True,Python 2.7.5,full_ok
npp-cassandra-4,True,True,Python 2.7.5,full_ok
npp-cassandra-6,True,True,Python 2.7.5,full_ok
npp-cassandra-7,True,True,Python 2.7.5,full_ok
npp-cassandra-8,True,True,Python 2.7.5,full_ok
npp-db-interface-prd01,True,True,Python 2.7.5,full_ok
npp-db-interface-prd02,True,True,Python 2.7.5,full_ok
npp-db-telecom-admin-prd01,True,True,Python 2.7.5,full_ok
npp-db-telecom-spo-piaf-prd01,True,True,Python 2.7.5,full_ok
npp-db-telecom-spo-piaf-prd02,True,True,Python 2.7.5,full_ok
npp-db-telecom-spo-piaf-prd03,True,True,Python 2.7.5,full_ok
npp-db-telecom-spo-piaf-prd04,True,True,Python 2.7.5,full_ok
npp-db-telecom-spo-piaf-prd05,True,True,Python 2.7.5,full_ok
npp-db-telecom-spo-piaf-prd06,True,True,Python 2.7.5,full_ok
npp-db-telecom-spo-piaf-prd07,True,True,Python 2.7.5,full_ok
npp-db-telecom-spo-piaf-prd08,True,True,Python 2.7.5,full_ok
Npp-db-telecom-ula-10,True,True,Python 2.7.5,full_ok
Npp-db-telecom-ula-14,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-236-prd01,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-236-prd02,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-236-prd03,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-236-prd04,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-236-prd05,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-236-prd06,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-236-prd07,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-236-prd08,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-238-prd01,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-238-prd02,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-238-prd03,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-238-prd04,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-238-prd05,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-238-prd06,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-238-prd07,True,True,Python 2.7.5,full_ok
npp-db-telecom-ula-238-prd08,True,True,Python 2.7.5,full_ok
npp-identity-prd01,False,False,n/a,dead
npp-identity-prd02,False,False,n/a,dead
npp-inap-spo-piaf-prd01,True,True,Python 2.7.5,full_ok
npp-inap-spo-piaf-prd02,True,True,Python 2.7.5,full_ok
npp-inap-spo-piaf-prd03,True,True,Python 2.7.5,full_ok
npp-inap-spo-piaf-prd04,True,True,Python 2.7.5,full_ok
npp-inap-spo-piaf-prd05,False,False,n/a,dead
npp-inap-spo-piaf-prd06,False,False,n/a,dead
npp-inap-spo-piaf-prd07,False,False,n/a,dead
npp-inap-spo-piaf-prd08,False,False,n/a,dead
npp-inap-ula-236-prd01,False,False,n/a,dead
npp-inap-ula-236-prd02,False,False,n/a,dead
npp-inap-ula-236-prd03,False,False,n/a,dead
npp-inap-ula-236-prd04,False,False,n/a,dead
npp-inap-ula-236-prd05,False,False,n/a,dead
npp-inap-ula-236-prd06,False,False,n/a,dead
npp-inap-ula-236-prd07,False,False,n/a,dead
npp-inap-ula-236-prd08,False,False,n/a,dead
npp-inap-ula-238-prd01,False,False,n/a,dead
