host,icmp_ok,ssh_open,python_version,status
SBLPRDREP01,True,True,Python 2.7.5,full_ok
SBLPRDREP02,True,True,Python 2.7.5,full_ok
SBLPRDWEB01,True,True,Python 2.7.5,full_ok
SBLPRDWEB02,True,True,Python 2.7.5,full_ok
SBLPRDWEB03,True,True,Python 2.7.5,full_ok
SBLPRDWEB04,True,True,Python 2.7.5,full_ok
scm-01.prd.iot,False,False,n/a,dead
scp-gw-diameter-prd-1,False,False,n/a,dead
scp-gw-diameter-prd-2,True,True,Python 2.7.5,full_ok
scp-gw-diameter-prd-3,False,False,n/a,dead
scp-gw-diameter-prd-5,True,True,Python 2.7.5,full_ok
scp-gw-diameter-prd-6,False,False,n/a,dead
scp-gw-http-hom2-1,False,False,n/a,dead
scp-gw-http-hom2-2,False,False,n/a,dead
scp-gw-http-prd-1,True,True,Python 2.7.5,full_ok
scp-gw-http-prd-2,False,False,n/a,dead
scp-gw-http-prd-3,False,False,n/a,dead
scp-gw-http-prd-4,True,True,Python 2.7.5,full_ok
scp-gw-http-prd-5,False,False,n/a,dead
scp-gw-http-prd-6,False,False,n/a,dead
sdr-server-captura,False,False,n/a,dead
sds-monitor-236-prd01,False,False,n/a,dead
secgtw-botcor-prd01.network.ctbc,True,True,Python 2.7.5,full_ok
sendsms-hom2-1,False,False,n/a,dead
sendsms-hom2-2,False,False,n/a,dead
sendsms-prd-1,False,False,n/a,dead
sendsms-prd-2,False,False,n/a,dead
server-analytics-prd01,False,False,n/a,dead
server-trace,False,False,n/a,dead
server-trace_prd01,False,False,n/a,dead
server-trace_prd02,False,False,n/a,dead
server-trace-10,False,False,n/a,dead
server-trace-fac,False,False,n/a,dead
server-trace-piag-prd09,False,False,n/a,dead
server-trace-ula07,False,False,n/a,dead
server-trace-ula08,False,False,n/a,dead
services-hom2-1,False,False,n/a,dead
services-hom2-2,False,False,n/a,dead
services-prd-1,True,True,Python 2.7.5,full_ok
services-prd-2,False,False,n/a,dead
services-prd-3,True,True,Python 2.7.5,full_ok
Servidor-RC-PHONE2BAPP02,False,False,n/a,dead
servidor-topologia-digital-prd01,False,False,n/a,dead
servproapp-prd01,True,True,Python 2.7.5,full_ok
servproapp-prd02,True,True,Python 2.7.5,full_ok
servprobd-prd01,True,True,Python 2.7.5,full_ok
settler01,True,True,Python 2.7.5,full_ok
sgdleanhom01,True,True,Python 2.7.5,full_ok
sgdleanprd01,True,True,Python 2.7.5,full_ok
sgp01,True,True,Python 2.7.5,full_ok
sgp01hom,True,True,Python 2.7.5,full_ok
sgp02,True,True,Python 2.7.5,full_ok
sgp02hom,True,True,Python 2.7.5,full_ok
sgprec01_NEW,False,False,n/a,dead
sipcor-prd01,False,False,n/a,dead
sittelhom01,True,True,Python 2.7.5,full_ok
smartsag-01,False,False,n/a,dead
smdpx01,True,True,Python 2.7.5,full_ok
smokeping-prd01,False,False,n/a,dead
smpp-gw-prd-1,True,True,Python 2.7.5,full_ok
smpp-gw-prd-2,True,True,Python 2.7.5,full_ok
smpp-gw-prd-3,True,True,Python 2.7.5,full_ok
smpp-gw-prd-4,True,True,Python 2.7.5,full_ok
smsc2-broker-hml01-ora,False,False,n/a,dead
smsc2-core-receiver-01,False,False,n/a,dead
smsc2-core-receiver-02,False,False,n/a,dead
smsc2-core-receiver-03,False,False,n/a,dead
smsc2-core-receiver-04,False,False,n/a,dead
smsc2-core-receiver-05,False,False,n/a,dead
smsc2-core-receiver-06,False,False,n/a,dead
smsc2-core-receiver-07,False,False,n/a,dead
smsc2-core-receiver-08,False,False,n/a,dead
smsc2-core-receiver-09,False,False,n/a,dead
smsc2-core-receiver-10,False,False,n/a,dead
smsc2-core-worker-01,False,False,n/a,dead
smsc2-core-worker-02,False,False,n/a,dead
smsc2-core-worker-03,False,False,n/a,dead
smsc2-core-worker-04,False,False,n/a,dead
smsc2-core-worker-05,False,False,n/a,dead
smsc2-core-worker-06,False,False,n/a,dead
smsc2-core-worker-07,False,False,n/a,dead
smsc2-core-worker-08,False,False,n/a,dead
smsc2-core-worker-09,False,False,n/a,dead
smsc2-core-worker-10,False,False,n/a,dead
smsc2-core-worker-11,False,False,n/a,dead
smsc2-core-worker-12,False,False,n/a,dead
smsc2-core-worker-13,False,False,n/a,dead
smsc2-core-worker-14,False,False,n/a,dead
smsc2-core-worker-15,False,False,n/a,dead
smsc2-core-worker-16,False,False,n/a,dead
smsc2-core-worker-17,False,False,n/a,dead
smsc2-core-worker-18,False,False,n/a,dead
smsc2-core-worker-19,False,False,n/a,dead
smsc2-core-worker-20,False,False,n/a,dead
smsc2-data-server-hml01,False,False,n/a,dead
smsc2-map-02.planeta.net,True,True,Python 2.7.5,full_ok
smsc2-map-03.planeta.net,False,False,n/a,dead
smsc2-map-04.planeta.net,False,False,n/a,dead
smsc2-map-hml01,False,False,n/a,dead
smsc2-map-hml02,False,False,n/a,dead
smsc2-proxy-01,False,False,n/a,dead
smsc2-proxy-02,False,False,n/a,dead
smsc2-proxy-hml01,False,False,n/a,dead
smsc2-proxy-hml02,False,False,n/a,dead
smsc2-receiver-hml01,False,False,n/a,dead
smsc2-receiver-hml02,False,False,n/a,dead
smsc2-services-01,False,False,n/a,dead
smsc2-services-02,False,False,n/a,dead
smsc2-services-03,False,False,n/a,dead
smsc2-services-04,False,False,n/a,dead
smsc2-services-hml01,False,False,n/a,dead
smsc2-services-hml02,False,False,n/a,dead
smsc2-smpp-01,False,False,n/a,dead
smsc2-smpp-02,False,False,n/a,dead
smsc2-smpp-03,False,False,n/a,dead
smsc2-smpp-04.planeta.net,False,False,n/a,dead
smsc2-smpp-05,True,True,Python 2.7.5,full_ok
smsc2-smpp-06,False,False,n/a,dead
smsc2-smpp-hml01,False,False,n/a,dead
smsc2-smpp-hml02,False,False,n/a,dead
smsc2-smpp-hml03,False,False,n/a,dead
smsc2-worker-hml-1,False,False,n/a,dead
smsc2-worker-hml-2,False,False,n/a,dead
smsc-broker,False,False,n/a,dead
smsc-core-worker-3,False,False,n/a,dead
smsc-core-worker-4,False,False,n/a,dead
smsc-core-worker-5,False,False,n/a,dead
smsc-core-worker-6,False,False,n/a,dead
smsc-core-worker-7,False,False,n/a,dead
smsc-core-worker-8,False,False,n/a,dead
smsc-data-server-1,False,False,n/a,dead
smsc-data-server-2,False,False,n/a,dead
smsc-hazelcast-1.planeta.net,False,False,n/a,dead
smsc-hazelcast-2.planeta.net,False,False,n/a,dead
smsc-hazelcast-3.planeta.net,False,False,n/a,dead
smsc-hazelcast-4.planeta.net,False,False,n/a,dead
smsc-hazelcast-5.planeta.net,False,False,n/a,dead
smsc-map-prd-1,False,False,n/a,dead
smsc-smpp-4,True,True,Python 2.7.5,full_ok
smtp01,False,False,n/a,dead
smtpapp,True,True,Python 2.7.5,full_ok
smtpapp2,True,True,Python 2.7.5,full_ok
soawsohom01,False,True,Python 2.7.5,ssh_only
soawsohom02,False,True,Python 2.7.5,ssh_only
soawsoprd01,True,True,Python 2.7.5,full_ok
soawsoprd02,True,True,Python 2.7.5,full_ok
soawsoprd03,True,True,Python 2.7.5,full_ok
soawsoprd04,True,True,Python 2.7.5,full_ok
som-hmlv2-cache01,True,True,Python 2.7.5,full_ok
som-hmlv2-cache02,True,True,Python 2.7.5,full_ok
som-hmlv2-service01,True,True,Python 2.7.5,full_ok
som-hmlv2-service02,True,True,Python 2.7.5,full_ok
som-hmlv2-view01,True,True,Python 2.7.5,full_ok
som-hmlv2-view02,True,True,Python 2.7.5,full_ok
som-hom-app01,True,True,Python 2.7.5,full_ok
som-hom-app02,True,True,Python 2.7.5,full_ok
som-hom-chat01,True,True,Python 2.7.5,full_ok
som-hom-wf01,True,True,Python 2.7.5,full_ok
som-hom-wf02,True,True,Python 2.7.5,full_ok
som-prd-app01,True,True,Python 2.7.5,full_ok
som-prd-app02,True,True,Python 2.7.5,full_ok
som-prd-chat01,True,True,Python 2.7.5,full_ok
som-prd-chat02,True,True,Python 2.7.5,full_ok
som-prd-elk02,False,False,n/a,dead
som-prdv2-cache01,True,True,Python 2.7.5,full_ok
som-prdv2-cache02,True,True,Python 2.7.5,full_ok
som-prdv2-service01,True,True,Python 2.7.5,full_ok
som-prdv2-service02,True,True,Python 2.7.5,full_ok
som-prdv2-service03,True,True,Python 2.7.5,full_ok
som-prdv2-view01,True,True,Python 2.7.5,full_ok
som-prdv2-view02,True,True,Python 2.7.5,full_ok
som-prdv2-view03,True,True,Python 2.7.5,full_ok
som-prd-wf01,True,True,Python 2.7.5,full_ok
som-prd-wf02,True,True,Python 2.7.5,full_ok
som-tit-app01,True,True,Python 2.7.5,full_ok
som-tit-chat01,True,True,Python 2.7.5,full_ok
som-tit-wf01,True,True,Python 2.7.5,full_ok
som-wf-hml02,True,True,Python 2.7.5,full_ok
som-wf-prd01,True,True,Python 2.7.5,full_ok
som-wf-prd02,True,True,Python 2.7.5,full_ok
som-wf-prd03,True,True,Python 2.7.5,full_ok
spacecor,False,False,n/a,dead
spacewalk-repo-prd01_v203,False,False,n/a,dead
spark-prd-worker01,False,False,n/a,dead
sportal-prd01,False,False,n/a,dead
sps3-app-dev01-iot,True,True,Python 2.7.5,full_ok
sps3-app-dev02-iot,True,True,Python 2.7.5,full_ok
sps3-app-hml01-iot,False,False,n/a,dead
sps3-app-hml02.iot,False,False,n/a,dead
sps3-app-prd01-iot,False,False,n/a,dead
sps3-app-prd02-iot,False,False,n/a,dead
spsdx01,True,True,Python 2.7.5,full_ok
spshom02,True,True,Python 2.7.5,full_ok
sps-hom-near01,True,True,Python 2.7.5,full_ok
sps-hom-ws01,True,True,Python 2.7.5,full_ok
sps-hom-ws01New,False,False,n/a,dead
sps-hom-ws02,True,True,Python 2.7.5,full_ok
sps-hom-ws02New,False,False,n/a,dead
spshx01,True,True,Python 2.7.5,full_ok
spshx02,True,True,Python 2.7.5,full_ok
spshx03,True,True,Python 2.7.5,full_ok
spshx04,True,True,Python 2.7.5,full_ok
spsprd01,True,True,Python 2.7.5,full_ok
spsprd02,True,True,Python 2.7.5,full_ok
spsprd03,True,True,Python 2.7.5,full_ok
spsprd04,True,True,Python 2.7.5,full_ok
sps-prd-near01,True,True,Python 2.7.5,full_ok
sps-prd-ws01-NEW,False,False,n/a,dead
sps-prd-ws02New,False,False,n/a,dead
spspx01,True,True,Python 2.7.5,full_ok
spspx02,True,True,Python 2.7.5,full_ok
spspx03,True,True,Python 2.7.5,full_ok
spspx04,True,True,Python 2.7.5,full_ok
srvkeymile01,True,True,Python 2.7.5,full_ok
srvphpdes01,True,True,Python 2.7.5,full_ok
srvphpdes01_NEW,True,True,Python 2.7.5,full_ok
srvphp-dev_NEW,False,False,n/a,dead
SSM-prd01,False,False,n/a,dead
stream-moniot-hml01-NEW,False,False,n/a,dead
stream-moniot-hml02,False,False,n/a,dead
stream-moniot-hml03,False,False,n/a,dead
stream-moniot-prd01,False,False,n/a,dead
stream-moniot-prd02,False,False,n/a,dead
stream-moniot-prd03,False,False,n/a,dead
stream-moniot-prd04,False,False,n/a,dead
stream-moniot-prd05,False,False,n/a,dead
stream-moniot-prd06,False,False,n/a,dead
stream-moniot-prd07,False,False,n/a,dead
subversion_NEW,False,False,n/a,dead
sunlight1,True,True,Python 2.7.5,full_ok
sunlight2,True,True,Python 2.7.5,full_ok
svn-prd-app01,True,True,Python 2.7.5,full_ok
syslog-correios-prd01,False,False,n/a,dead
syslog-srv01,False,False,n/a,dead
tam-01.planeta.net,False,False,n/a,dead
tcr-franca-prd01,False,False,n/a,dead
tcr-franca-prd02,False,False,n/a,dead
tcr-spo-prd01,False,False,n/a,dead
tcr-spo-prd02,False,False,n/a,dead
tcr-ula-prd01,False,False,n/a,dead
tcr-ula-prd02,False,False,n/a,dead
tcr-ula-prd03,False,False,n/a,dead
tcr-ula-prd04,True,True,Python 2.7.5,full_ok
teams-vsession-prd01,False,False,n/a,dead
teams-vsession-prd05,False,False,n/a,dead
teams-vsession-prd06,False,False,n/a,dead
telegraf-gateway-01.prd.iot,False,False,n/a,dead
telegraf-gateway-02.prd.iot,False,False,n/a,dead
Terra-Form-prd01,False,False,n/a,dead
terra-form-stg01,False,False,n/a,dead
tf-catprod-prd-matrix01,True,True,Python 2.7.5,full_ok
tf-jenkins-crm-prd01,False,False,n/a,dead
tic-adm-bb-hom01,True,True,Python 2.7.5,full_ok
tic-adm-bb-prd01,False,False,n/a,dead
tic-building-blocks-hom01,True,True,Python 2.7.5,full_ok
tic-building-blocks-hom02,True,True,Python 2.7.5,full_ok
tic-building-blocks-prd01,True,True,Python 2.7.5,full_ok
tic-building-blocks-prd02,True,True,Python 2.7.5,full_ok
tic-ecommerce-prd02,True,True,Python 2.7.5,full_ok
TNMSPX01,False,False,n/a,dead
TNMSPX02,False,False,n/a,dead
tokenhom01NEW,False,False,n/a,dead
tokenhom02New,False,False,n/a,dead
tokenprd01,True,True,Python 2.7.5,full_ok
tokenprd02,True,True,Python 2.7.5,full_ok
tokentit01,True,True,Python 2.7.5,full_ok
tomcatas01hom_NEW,False,False,n/a,dead
tomcatasprd02_NEW,False,False,n/a,dead
tomcatasprd03,True,True,Python 2.7.5,full_ok
toolstelecom06,False,False,n/a,dead
toolstelecom1_NEW,False,False,n/a,dead
toolstelecom2_NEW,False,False,n/a,dead
tools-telecom-cel03-prd_NEW,False,False,n/a,dead
tools-telecom-cel04-prd_NEW,False,False,n/a,dead
toolstelecom-cel-prd01_v203,False,False,n/a,dead
toolstelecom-cel-prd02_v203,False,False,n/a,dead
toolstelecom-cel-prd05_v203,False,False,n/a,dead
toolstelecom-cel-prd06_v203,False,False,n/a,dead
toolstelecom-cel-prd07_v203,False,False,n/a,dead
toolstelecom-cel-prd08,True,True,Python 2.7.5,full_ok
TPDU01_prd,True,True,Python 2.7.5,full_ok
tpdu02,False,False,n/a,dead
tpdu03,False,False,n/a,dead
tpdu04,False,False,n/a,dead
tpdu05,False,False,n/a,dead
tpdu06,False,False,n/a,dead
tpdu07,False,False,n/a,dead
tpdu08,False,False,n/a,dead
tr069-api-hml01,True,True,Python 2.7.5,full_ok
tr069-api-prd01,True,True,Python 2.7.5,full_ok
tr069-api-prd02,True,True,Python 2.7.5,full_ok
tr069-api-prd03,True,True,Python 2.7.5,full_ok
Tr069-app-prd01,True,True,Python 2.7.5,full_ok
Tr069-app-prd03,True,True,Python 2.7.5,full_ok
tr069-balancer-hml01,True,True,Python 2.7.5,full_ok
Tr069-Balancer-PRD01,False,False,n/a,dead
Tr069-Balancer-PRD02,True,True,Python 2.7.5,full_ok
tr069-logs-hml01,False,False,n/a,dead
tr069-logs-prd01,False,False,n/a,dead
tr069-mongo-hml01,True,True,Python 2.7.5,full_ok
tr069-mongo-prd01,True,True,Python 2.7.5,full_ok
tr069-mongo-prd02,True,True,Python 2.7.5,full_ok
tr069-mongo-prd03,True,True,Python 2.7.5,full_ok
traffic-analyser-prd01,False,False,n/a,dead
traffic-analyser-prd02,False,False,n/a,dead
traffic-analyser-prd03,False,False,n/a,dead
traffic-analyser-prd04,False,False,n/a,dead
traffic-analyser-prd05,False,False,n/a,dead
traffic-analyser-prd06,False,False,n/a,dead
traffic-analyser-prd07,False,False,n/a,dead
traffic-analyser-prd08,False,False,n/a,dead
traffic-analyser-prd09,False,False,n/a,dead
trsapp-des,True,True,Python 2.7.5,full_ok
trs-hom-app01,True,True,Python 2.7.5,full_ok
trs-hom-app02,True,True,Python 2.7.5,full_ok
trs-tit-app01,True,True,Python 2.7.5,full_ok
trs-tst-app01,True,True,Python 2.7.5,full_ok
tts,False,False,n/a,dead
tts.staging,False,False,n/a,dead
usrv34,True,True,Python 2.7.5,full_ok
usrv37,True,True,Python 2.7.5,full_ok
usrv71,False,False,n/a,dead
usrv80,True,True,Python 2.7.5,full_ok
usrv80prd,True,True,Python 2.7.5,full_ok
usrv82prd,True,True,Python 2.7.5,full_ok
ussd-center-01,False,False,n/a,dead
ussd-center-02,False,False,n/a,dead
velocidade-spo,False,False,n/a,dead
vEMS-238-2,False,False,n/a,dead
vertica-prd01-ext4,False,False,n/a,dead
vertica-prd02-ext4,False,False,n/a,dead
vertica-prd03-ext4,False,False,n/a,dead
vertica-prd04.network.ctbc,False,True,Python 2.7.5,ssh_only
vertica-prd05.network.ctbc,False,True,Python 2.7.5,ssh_only
vertica-prd06.network.ctbc,False,True,Python 2.7.5,ssh_only
vertis-app-prd01,True,True,Python 2.7.5,full_ok
VGAPPHOM01,True,True,Python 2.7.5,full_ok
VGAPXHOM01,True,True,Python 2.7.5,full_ok
VGAPXPRD01,True,True,Python 2.7.5,full_ok
VGCONTHOM01,True,True,Python 2.7.5,full_ok
VGCONTPRD01,True,True,Python 2.7.5,full_ok
VGGWHOM01,True,True,Python 2.7.5,full_ok
VGHMPRD01,True,True,Python 2.7.5,full_ok
VGNEDPRD01,True,True,Python 2.7.5,full_ok
VGPROCHOM01,True,True,Python 2.7.5,full_ok
VGPROCPRD01,True,True,Python 2.7.5,full_ok
vigiahx01,False,False,n/a,dead
vigiapx01,False,False,n/a,dead
vigiapx02,False,False,n/a,dead
VM_crm-prd-app02,False,False,n/a,dead
VM_dmviewedb-spo_v203,False,False,n/a,dead
VM_dns-cel02-prd,False,False,n/a,dead
VM_eb-hom-app01,False,False,n/a,dead
VM_eb-hom-app02,False,False,n/a,dead
VM_eb-hom-ws01,False,False,n/a,dead
VM_eb-prd-app01,False,False,n/a,dead
VM_eb-prd-app02,False,False,n/a,dead
VM_jenkings-devops,False,False,n/a,dead
VM_misp-algar,False,False,n/a,dead
VM_monitoramento-algarcrm-prd01,False,False,n/a,dead
VM_msfranquia_hml01,False,False,n/a,dead
VM_msfranquia_hml02,False,False,n/a,dead
VM_msfranquia_prd01,False,False,n/a,dead
VM_msfranquia_prd02,False,False,n/a,dead
VM_oimprdidm1,False,False,n/a,dead
VM_oimprdidm2,False,False,n/a,dead
VM_POC_TR069_v203,False,False,n/a,dead
VM_rhel-repo-cor,False,False,n/a,dead
VM_som-wf-hom01,False,False,n/a,dead
vm_tarifador_prd01,False,False,n/a,dead
VM_tr069-utils,False,False,n/a,dead
VM_ubiquiti_prd,False,False,n/a,dead
VM_ula_proxy_02,False,False,n/a,dead
VM_VGGWPRD01,False,False,n/a,dead
VM_voipview_web,False,False,n/a,dead
VM_WEBDNS_ALGARSUL,False,False,n/a,dead
VM_webfranquia_hml01,False,False,n/a,dead
VM_webfranquia_prd01,False,False,n/a,dead
VM_webfranquia_prd02,False,False,n/a,dead
VM_wlsim01,False,False,n/a,dead
VM_zabbix-corp,False,False,n/a,dead
VM_zabbix-dbclientesv2-prd,False,False,n/a,dead
VM_zabbix-poller1-prod05,False,False,n/a,dead
VM_zabbix-poller1-prod08,False,False,n/a,dead
vm1.staging,False,False,n/a,dead
vm1hx01,False,False,n/a,dead
vm1px01,False,False,n/a,dead
vm-cacti-capacidade3,False,False,n/a,dead
VM-IPTV-01,False,False,n/a,dead
VM-NSPAR,False,False,n/a,dead
VM-NSSAR,False,False,n/a,dead
VM-SRVTEL-AV02,False,False,n/a,dead
webfranquia-hml02,False,True,Python 2.7.5,ssh_only
webhom02,True,True,Python 2.7.5,full_ok
web-ui-hom-app01,False,True,Python 2.7.5,ssh_only
web-ui-prd-app01,False,False,n/a,dead
wikipx01,True,True,Python 2.7.5,full_ok
wiki-repositorio,False,False,n/a,dead
wildfly-gerar-prd01,True,True,Python 2.7.5,full_ok
wildfly-gerar-prd02,True,True,Python 2.7.5,full_ok
wlhom01,True,True,Python 2.7.5,full_ok
wlhom02,True,True,Python 2.7.5,full_ok
wlsapp01,False,True,Python 2.7.5,ssh_only
wlsapp02,False,True,Python 2.7.5,ssh_only
wlsim01,True,True,Python 2.7.5,full_ok
wlsservice01,False,True,Python 2.7.5,ssh_only
wlsservice02,False,True,Python 2.7.5,ssh_only
wlsservice03,False,True,Python 2.7.5,ssh_only
wlsservice04,False,True,Python 2.7.5,ssh_only
wlszhmg01,True,True,Python 2.7.5,full_ok
wlszprod01,True,True,Python 2.7.5,full_ok
work-lgpd-prd01,True,True,Python 2.7.5,full_ok
work-lgpd-prd02,True,True,Python 2.7.5,full_ok
wso2prod,True,True,Python 2.7.5,full_ok
wsodsshom01,False,True,Python 2.7.5,ssh_only
wsodsshom02,False,True,Python 2.7.5,ssh_only
wsodssprd01,True,True,Python 2.7.5,full_ok
wsodssprd02,True,True,Python 2.7.5,full_ok
wsomsghom01,False,True,Python 2.7.5,ssh_only
wsomsghom02,False,True,Python 2.7.5,ssh_only
wsomsgprd01,True,True,Python 2.7.5,full_ok
wsomsgprd02,True,True,Python 2.7.5,full_ok
wsomysqlhom01,False,True,Python 2.7.5,ssh_only
wsomysqlhom01-new,False,False,n/a,dead
wsomysqlprd01,True,True,Python 2.7.5,full_ok
xdsl2-des,False,False,n/a,dead
zabbix-cor-srv-prd01_v203,False,False,n/a,dead
zabbixdb03,False,False,n/a,dead
zabbixdb07,False,False,n/a,dead
zabbixdb10,False,False,n/a,dead
zabbixdbclientes02,False,False,n/a,dead
zabbixdbfontes_v203,False,False,n/a,dead
zabbixdbhomo,False,False,n/a,dead
zabbix-dck-metro-prd01,True,True,Python 2.7.5,full_ok
zabbix-dck-metro-prd02,True,True,Python 2.7.5,full_ok
zabbix-dck-metro-prd03,True,True,Python 2.7.5,full_ok
zabbix-mysql-correios-prd01,False,False,n/a,dead
zabbix-mysql-plat-prd01,True,True,Python 2.7.5,full_ok
zabbix-noc-web,False,False,n/a,dead
zabbix-ondemand-hml01,False,False,n/a,dead
zabbix-poller-cli-prd01,True,True,Python 2.7.5,full_ok
zabbix-poller-cli-prd02,False,False,n/a,dead
zabbix-poller-cli-prd03,False,False,n/a,dead
zabbix-poller-cli-prd04,False,True,Python 2.7.5,ssh_only
zabbix-poller-cli-prd05,True,True,Python 2.7.5,full_ok
zabbix-poller-cli-prd06,True,True,Python 2.7.5,full_ok
zabbix-poller-cli-prd07,True,True,Python 2.7.5,full_ok
zabbix-poller-cli-prd08,True,True,Python 2.7.5,full_ok
zabbix-poller-cor-prd01_v203,False,False,n/a,dead
zabbix-poller-cor-prd02_v203,False,False,n/a,dead
zabbix-poller-correios-prd01,False,False,n/a,dead
zabbix-poller-cta-prd01,True,True,Python 2.7.5,full_ok
zabbix-poller-itau-prd01,False,False,n/a,dead
zabbix-poller-plat-prd01,True,True,Python 2.7.5,full_ok
zabbix-poller-plat-prd02,True,True,Python 2.7.5,full_ok
zabbix-poller-plat-prd04,True,True,Python 2.7.5,full_ok
zabbix-poller-tic-app02-desc,False,False,n/a,dead
zabbix-prd-corp01,True,True,Python 2.7.5,full_ok
zabbix-repo,False,False,n/a,dead
zabbix-report-server-hml01,False,False,n/a,dead
zabbix-report-server-prd01,True,True,Python 2.7.5,full_ok
zabbix-sec,False,False,n/a,dead
zabbix-server-hom-01,True,True,Python 2.7.5,full_ok
zabbix-srv-bhe-prd01,True,True,Python 2.7.5,full_ok
zabbix-srv-cli-prd01,True,True,Python 2.7.5,full_ok
zabbix-srv-correios-prd01,False,False,n/a,dead
zabbix-srv-cta-prd01,True,True,Python 2.7.5,full_ok
zabbix-srv-plat-prd01,True,True,Python 2.7.5,full_ok
zabbix-web-prod01,False,False,n/a,dead
zbxdbalghx01,True,True,Python 2.7.5,full_ok
zbxdbapx01,False,False,n/a,dead
zbxdbapx02,False,False,n/a,dead
zbxdbapx03,False,False,n/a,dead
zbxdbpx02,True,True,Python 2.7.5,full_ok
zbxdbtic01,False,False,n/a,dead
zbxprxtic01,True,True,Python 2.7.5,full_ok
zbxprxtic02,True,True,Python 2.7.5,full_ok
zbxprxtic03,False,False,n/a,dead
zbxprxtic04,False,False,n/a,dead
zbxprxtic05,True,True,Python 2.7.5,full_ok
zbxprxtic06,True,True,Python 2.7.5,full_ok
zbxprxticcl,False,False,n/a,dead
zbxsrvtic01,False,False,n/a,dead
zms-hom02,False,False,n/a,dead
ZMSPRD01,True,True,Python 2.7.5,full_ok
zteftppx01,False,False,n/a,dead
